,player_id,game_id,team_id,timeOnIce_x,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce,timeOnIce_y,firstName,lastName,nationality,primaryPosition,birthDate,height_cm,weight,shootsCatches
107,8474031,1.41331E+11,980,79379,26,8,131,62,1,6,38,0,0,32,34,0,0,66,22,72310,1334,5735,70,Kevin,Shattenkirk,USA,D,1/29/89 0:00,182.88,200,R
108,8474034,1.29217E+11,896,47669,14,9,80,104,1,2,71,6,9,14,17,0,0,13,4,41746,83,5840,64,Patrick,Maroon,USA,LW,4/23/88 1:00,190.5,225,L
109,8474037,1.33255E+11,264,59008,21,19,151,25,4,5,8,8,23,17,16,0,0,18,5,48793,67,10148,66,James,van Riemsdyk,USA,LW,5/4/89 1:00,190.5,210,L
110,8474038,58551592749,232,24928,6,4,29,42,0,0,4,1,6,11,10,1,0,18,5,21463,3172,293,29,Paul,Byron,CAN,LW,4/27/89 1:00,175.26,162,L
111,8474040,84798866384,894,33640,7,6,79,22,2,1,12,45,102,12,21,0,0,10,-10,31049,32,2559,42,Sam,Gagner,CAN,C,8/10/89 1:00,180.34,200,R
112,8474053,1.04989E+11,1456,57806,23,16,126,54,0,9,18,195,443,28,26,0,2,45,0,43945,5276,8585,52,Logan,Couture,CAN,C,3/28/89 1:00,185.42,205,L
113,8474056,1.37293E+11,68,90265,11,7,151,88,2,4,79,0,0,19,65,0,0,90,-21,73961,6690,9614,68,P.K.,Subban,CAN,D,5/13/89 1:00,182.88,210,R
114,8474062,1.29217E+11,1856,45479,9,5,64,68,0,0,10,245,512,25,10,1,0,36,6,41185,4154,140,64,Riley,Nash,CAN,C,5/9/89 1:00,185.42,200,R
115,8474068,1.25179E+11,1116,57378,22,9,88,18,2,8,22,246,518,21,29,0,0,25,-9,46400,2390,8588,62,Kyle,Turris,CAN,C,8/14/89 1:00,185.42,190,R
116,8474090,1.25179E+11,186,41298,5,3,45,90,0,0,71,1,1,18,24,1,1,41,-12,33425,7686,187,62,Brendan,Smith,CAN,D,2/8/89 0:00,187.96,211,L
117,8474091,88836904374,1012,39203,9,8,76,18,1,2,25,185,378,15,9,0,0,15,1,30667,6256,2280,44,Brandon,Sutter,CAN,C,2/14/89 0:00,190.5,191,R
118,8474098,1.39312E+11,897,54838,10,6,114,91,0,0,6,65,148,26,35,0,0,72,2,44403,10352,83,69,Colton,Sceviour,CAN,C,4/20/89 1:00,182.88,195,R
119,8474102,1.4335E+11,1349,78029,35,25,166,67,9,18,52,3,8,39,35,0,0,19,1,65194,130,12705,71,David,Perron,CAN,LW,5/28/88 1:00,182.88,200,R
120,8474125,72684741319,684,34076,5,2,31,27,0,0,16,0,0,3,14,0,1,51,8,29977,4061,38,36,Carl,Gunnarsson,SWE,D,11/9/86 0:00,187.96,198,L
121,8474134,82779841879,738,34469,2,1,45,37,0,0,14,0,0,11,11,0,0,38,-1,33704,607,158,41,Yannick,Weber,CHE,D,9/23/88 1:00,180.34,200,R
122,8474141,1.41331E+11,1120,89631,51,33,275,24,8,15,40,1,4,43,41,0,0,19,8,73921,135,15575,70,Patrick,Kane,USA,RW,11/19/88 0:00,180.34,177,L
123,8474145,84798864630,798,33073,4,2,36,66,0,0,21,0,0,2,10,0,0,43,12,26775,6292,6,42,Robert,Bortuzzo,CAN,D,3/18/89 0:00,193.04,216,R
124,8474149,1.39312E+11,897,70816,22,25,167,29,11,6,10,0,0,29,40,0,0,24,-7,56939,44,13833,69,Evgenii,Dadonov,RUS,RW,3/12/89 0:00,180.34,185,L
125,8474150,1.41331E+11,1400,75283,29,16,157,44,3,7,26,368,778,64,55,3,0,11,3,62699,6687,5897,70,Mikael,Backlund,SWE,C,3/17/89 0:00,185.42,199,L
126,8474151,1.00951E+11,700,62116,11,1,50,36,0,0,19,0,0,25,32,0,1,101,7,51971,9814,331,50,Ryan,McDonagh,USA,D,6/13/89 1:00,185.42,215,L
127,8474157,1.4335E+11,3834,76319,34,32,307,90,8,11,44,51,96,32,55,0,0,35,18,65741,135,10443,71,Max,Pacioretty,USA,LW,11/20/88 0:00,187.96,206,L
128,8474161,1.39312E+11,276,70562,44,12,132,17,4,13,31,7,20,28,30,0,0,21,14,58242,122,12198,69,Jakub,Voracek,CZE,RW,8/15/89 1:00,187.96,214,L
129,8474162,1.07008E+11,530,68672,17,6,99,109,0,0,40,0,0,24,63,0,1,110,12,59800,8023,849,53,Jake,Muzzin,CAN,D,2/21/89 0:00,190.5,216,L
130,8474166,1.0297E+11,1606,65814,13,3,75,43,0,4,23,0,0,14,32,0,0,117,-4,56448,5203,4163,51,Alec,Martinez,USA,D,7/26/87 1:00,185.42,212,L
131,8474176,1.17103E+11,870,49831,17,8,107,24,0,0,16,13,28,24,24,1,2,19,12,39612,10170,49,58,Carl,Hagelin,SWE,LW,8/23/88 1:00,180.34,186,L
132,8474189,1.39312E+11,1035,70415,23,16,151,59,2,4,48,536,1033,44,41,1,1,44,3,53187,10027,7201,69,Lars,Eller,DNK,C,5/8/89 1:00,187.96,207,L
133,8474190,1.37293E+11,110,60882,17,8,119,145,5,4,66,29,74,27,18,0,0,29,-21,50293,3,10586,68,Wayne,Simmonds,CAN,RW,8/26/88 1:00,187.96,185,R
134,8474207,1.2316E+11,3294,69033,8,6,101,129,1,0,13,0,0,26,35,0,1,74,-2,61818,6955,260,61,Nick,Holden,CAN,D,5/15/87 1:00,193.04,214,L
135,8474218,1.00951E+11,2650,61484,11,0,53,76,0,0,25,0,0,15,32,0,1,70,5,54172,6819,493,50,Jason,Demers,CAN,D,6/9/88 1:00,185.42,195,R
136,8474230,44418448613,66,7295,0,1,9,36,0,0,50,7,12,1,5,0,0,6,-7,7267,26,2,22,Micheal,Haley,CAN,C,3/30/86 0:00,180.34,205,L
137,8474250,1.00951E+11,800,35360,7,4,43,112,0,0,29,88,190,21,14,1,1,18,2,31137,3698,525,50,Zack,Smith,CAN,LW,4/5/88 1:00,187.96,208,L
138,8474291,1.11046E+11,1265,41461,6,2,49,69,0,0,38,401,678,14,7,1,1,42,-9,31278,10010,173,55,Jay,Beagle,CAN,C,10/16/85 1:00,190.5,218,R
139,8474563,1.35274E+11,1742,103776,28,7,141,106,5,9,36,0,0,15,82,0,1,87,-16,82785,8480,12511,67,Drew,Doughty,CAN,D,12/8/89 0:00,185.42,195,R
140,8474564,1.15084E+11,798,62997,37,29,176,69,10,9,22,365,672,24,33,0,0,38,14,50001,1759,11237,57,Steven,Stamkos,CAN,C,2/7/90 0:00,185.42,194,R
141,8474565,1.41331E+11,1330,101570,36,16,225,47,6,16,20,0,0,43,45,0,1,89,11,80848,7721,13001,70,Alex,Pietrangelo,CAN,D,1/18/90 0:00,190.5,210,R
142,8474567,54513558440,245,26941,6,1,29,30,0,0,22,0,0,4,11,0,1,27,0,23367,3453,121,27,Zach,Bogosian,USA,D,7/15/90 1:00,190.5,221,R
143,8474568,50475514825,350,18677,2,1,31,83,0,0,23,0,0,5,10,0,0,21,-8,16199,2426,52,25,Luke,Schenn,CAN,D,11/2/89 0:00,187.96,229,R
144,8474569,18171180981,189,6826,4,0,12,8,0,0,0,3,7,1,3,0,0,2,6,5905,0,921,9,Colin,Wilson,USA,C,10/20/89 1:00,185.42,221,L
145,8474571,40380414140,180,11657,2,2,29,12,0,0,0,1,4,1,8,1,0,5,-1,10131,651,875,20,Mikkel,Boedker,DNK,LW,12/16/89 0:00,182.88,210,L
